DealId,Deal_No,Presentation_Receipt_Id,Presentation_Date,Presenation_Amount,Repay_Mode,Clearing_Status,Bouncing_Reason,Cancellation_reason
100994366,032331,196446,2016-05-05 00:00:00,3629.0000,PDC,Cleared,,
100994486,032333,196448,2016-05-05 00:00:00,2080.0000,PDC,Cleared,,
100994545,032334,196449,2016-05-05 00:00:00,1935.0000,PDC,Cleared,,
100994604,032335,196450,2016-05-05 00:00:00,2027.0000,PDC,Cleared,,
100994654,032336,196451,2016-05-05 00:00:00,2070.0000,PDC,Cleared,,
100994703,032337,196452,2016-05-05 00:00:00,3325.0000,PDC,Cleared,,
100994783,032338,196453,2016-05-05 00:00:00,2375.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100994881,032339,196454,2016-05-05 00:00:00,3467.0000,PDC,Cleared,,
100994955,032340,196455,2016-05-05 00:00:00,2134.0000,PDC,Cleared,,
100995021,032341,196456,2016-05-05 00:00:00,1867.0000,PDC,Cleared,,
100995093,032342,196457,2016-05-05 00:00:00,4047.0000,PDC,Bounced,DRAWERS SIGN DIFFERS,
100995127,032343,196458,2016-05-05 00:00:00,3895.0000,PDC,Cleared,,
100995166,032344,196459,2016-05-05 00:00:00,2614.0000,PDC,Cleared,,
100995703,032353,196461,2016-05-05 00:00:00,3800.0000,PDC,Cleared,,
100995777,032355,196462,2016-05-05 00:00:00,4180.0000,PDC,Cleared,,
100995796,032356,196463,2016-05-05 00:00:00,2893.0000,PDC,Cleared,,
100995807,032357,196464,2016-05-05 00:00:00,3040.0000,PDC,Cleared,,
100995817,032358,196465,2016-05-05 00:00:00,1980.0000,PDC,Cleared,,
100995820,032359,196466,2016-05-05 00:00:00,4034.0000,PDC,Cleared,,
100995973,032360,196467,2016-05-05 00:00:00,4651.0000,PDC,Cleared,,
100996074,032362,196468,2016-05-05 00:00:00,2354.0000,PDC,Bounced,CONTACT DRAWER/DRAWEE PRESENT AGAIN,
100996142,032363,196469,2016-05-05 00:00:00,2017.0000,PDC,Cleared,,
100996218,032364,196470,2016-05-05 00:00:00,2017.0000,PDC,Cleared,,
100996263,032365,196471,2016-05-05 00:00:00,2100.0000,PDC,Cleared,,
100996820,032376,196472,2016-05-05 00:00:00,2080.0000,PDC,Cleared,,
100996863,032377,196473,2016-05-05 00:00:00,2069.0000,PDC,Cleared,,
100996071,032361,196474,2016-05-05 00:00:00,2560.0000,PDC,Bounced,DRAWERS SIGNATURE TO OPERATE ACCOUNT NOT RECEIVED,
100996968,032378,196475,2016-05-05 00:00:00,1736.0000,PDC,Cleared,,
100997030,032379,196476,2016-05-05 00:00:00,2134.0000,PDC,Cleared,,
100997143,032381,196477,2016-05-05 00:00:00,2689.0000,PDC,Cleared,,
100997182,032382,196478,2016-05-05 00:00:00,2808.0000,PDC,Cleared,,
100997264,032384,196479,2016-05-05 00:00:00,2051.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100997309,032385,196480,2016-05-05 00:00:00,2348.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100997388,032387,196481,2016-05-05 00:00:00,2286.0000,PDC,Cleared,,
100997464,032388,196482,2016-05-05 00:00:00,2188.0000,PDC,Cleared,,
100997582,032391,196483,2016-05-05 00:00:00,2556.0000,PDC,Cleared,,
100997833,032397,196484,2016-05-05 00:00:00,2080.0000,PDC,Cleared,,
100997927,032399,196485,2016-05-05 00:00:00,2240.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100998016,032401,196486,2016-05-05 00:00:00,3990.0000,PDC,Cleared,,
100998048,032402,196487,2016-05-05 00:00:00,2240.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100998154,032404,196488,2016-05-05 00:00:00,2025.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100998605,032414,196489,2016-05-05 00:00:00,2240.0000,PDC,Cleared,,
100998659,032415,196490,2016-05-05 00:00:00,2280.0000,PDC,Cleared,,
100998777,032418,196491,2016-05-05 00:00:00,2468.0000,PDC,Cleared,,
100999203,032427,196492,2016-05-05 00:00:00,2160.0000,PDC,Bounced,DRAWERS SIGN DIFFERS,
100999292,032429,196493,2016-05-05 00:00:00,2205.0000,PDC,Cleared,,
100999526,032435,196494,2016-05-05 00:00:00,2453.0000,PDC,Bounced,INSUFFICIENT FUNDS,
100998819,032419,196495,2016-05-05 00:00:00,2324.0000,PDC,Bounced,INSUFFICIENT FUNDS,
100920554,032236,196496,2016-05-05 00:00:00,2164.0000,PDC,Bounced,FUNDS INSUFFICIENT,
101002510,032500,196497,2016-05-05 00:00:00,2451.0000,PDC,Cleared,,
101003373,032518,196498,2016-05-05 00:00:00,2294.0000,PDC,Cleared,,
101003424,032519,196499,2016-05-05 00:00:00,1814.0000,PDC,Bounced,INSUFFICIENT FUNDS,
100900517,031831,196572,2016-05-06 00:00:00,1665.0000,PDC,Cancelled,,WRONGLY DEPOSITED IN AXIS
100920602,032237,196590,2016-05-06 00:00:00,2070.0000,NACH,Cleared,,
100906402,031950,196649,2016-05-06 00:00:00,2134.0000,PDC,Bounced,INSUFFICIENT FUNDS,
100920753,032240,196745,2016-05-07 00:00:00,3025.0000,PDC,Cleared,,
100990939,032264,196746,2016-05-07 00:00:00,2367.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100990996,032265,196747,2016-05-07 00:00:00,2409.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100991157,032268,196748,2016-05-07 00:00:00,3127.0000,PDC,Cleared,,
100991252,032270,196749,2016-05-07 00:00:00,3060.0000,PDC,Cleared,,
100991325,032271,196750,2016-05-07 00:00:00,1999.0000,PDC,Cleared,,
100991365,032272,196751,2016-05-07 00:00:00,5067.0000,PDC,Cleared,,
100991477,032274,196752,2016-05-07 00:00:00,2295.0000,PDC,Cleared,,
100991540,032275,196753,2016-05-07 00:00:00,2134.0000,PDC,Cleared,,
100991612,032276,196754,2016-05-07 00:00:00,2400.0000,PDC,Cleared,,
100991656,032277,196755,2016-05-07 00:00:00,2560.0000,PDC,Cleared,,
100991720,032278,196756,2016-05-07 00:00:00,2347.0000,PDC,Cleared,,
100991765,032279,196757,2016-05-07 00:00:00,4275.0000,PDC,Cleared,,
100991828,032280,196758,2016-05-07 00:00:00,1867.0000,PDC,Cleared,,
100991884,032281,196759,2016-05-07 00:00:00,1657.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100992818,032297,196760,2016-05-07 00:00:00,1894.0000,PDC,Cleared,,
100993041,032302,196761,2016-05-07 00:00:00,2294.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100993378,032309,196762,2016-05-07 00:00:00,2400.0000,PDC,Cleared,,
100993420,032310,196763,2016-05-07 00:00:00,5334.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100993476,032311,196764,2016-05-07 00:00:00,4283.0000,PDC,Cleared,,
100993510,032312,196765,2016-05-07 00:00:00,1931.0000,PDC,Cleared,,
100993649,032316,196766,2016-05-07 00:00:00,3610.0000,PDC,Cleared,,
100997091,032380,196767,2016-05-07 00:00:00,2219.0000,PDC,Cleared,,
100997221,032383,196768,2016-05-07 00:00:00,2420.0000,PDC,Cleared,,
100997353,032386,196769,2016-05-07 00:00:00,2353.0000,PDC,Cleared,,
100997507,032389,196770,2016-05-07 00:00:00,2488.0000,PDC,Cleared,,
100997541,032390,196771,2016-05-07 00:00:00,2348.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100997620,032392,196772,2016-05-07 00:00:00,2454.0000,PDC,Cleared,,
100997762,032395,196773,2016-05-07 00:00:00,4275.0000,PDC,Cleared,,
100997791,032396,196774,2016-05-07 00:00:00,1867.0000,PDC,Cleared,,
100997875,032398,196775,2016-05-07 00:00:00,3514.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100997970,032400,196776,2016-05-07 00:00:00,2257.0000,PDC,Cleared,,
100998091,032403,196777,2016-05-07 00:00:00,2016.0000,PDC,Cleared,,
100998201,032405,196778,2016-05-07 00:00:00,6175.0000,PDC,Cleared,,
100998228,032406,196779,2016-05-07 00:00:00,2887.0000,PDC,Cleared,,
100998277,032407,196780,2016-05-07 00:00:00,2473.0000,PDC,Cleared,,
100998327,032408,196781,2016-05-07 00:00:00,2925.0000,PDC,Cleared,,
100998373,032409,196782,2016-05-07 00:00:00,1499.0000,PDC,Cleared,,
100998433,032410,196783,2016-05-07 00:00:00,3108.0000,PDC,Cleared,,
100998464,032411,196784,2016-05-07 00:00:00,2665.0000,PDC,Cleared,,
100998518,032412,196785,2016-05-07 00:00:00,1867.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100998559,032413,196786,2016-05-07 00:00:00,2429.0000,PDC,Cleared,,
100998693,032416,196787,2016-05-07 00:00:00,3705.0000,PDC,Cleared,,
100998734,032417,196788,2016-05-07 00:00:00,1497.0000,PDC,Cleared,,
100998955,032421,196789,2016-05-07 00:00:00,3040.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100998990,032422,196790,2016-05-07 00:00:00,1538.0000,PDC,Cleared,,
100999033,032423,196791,2016-05-07 00:00:00,2187.0000,PDC,Cleared,,
100999074,032424,196792,2016-05-07 00:00:00,2294.0000,PDC,Cleared,,
100999122,032425,196793,2016-05-07 00:00:00,2400.0000,PDC,Cleared,,
100999163,032426,196794,2016-05-07 00:00:00,2877.0000,PDC,Cleared,,
100999249,032428,196795,2016-05-07 00:00:00,2454.0000,PDC,Cancelled,,ENTERD BY WRONG AMOUNT
100999338,032430,196796,2016-05-07 00:00:00,3307.0000,PDC,Bounced,INSUFFICIENT FUNDS,
100999378,032431,196797,2016-05-07 00:00:00,2134.0000,PDC,Cleared,,
100999420,032432,196798,2016-05-07 00:00:00,2757.0000,PDC,Cleared,,
100999456,032433,196799,2016-05-07 00:00:00,3325.0000,PDC,Bounced,INSUFFICIENT FUNDS,
100999483,032434,196800,2016-05-07 00:00:00,2205.0000,PDC,Cleared,,
100999576,032436,196801,2016-05-07 00:00:00,2294.0000,PDC,Cleared,,
100999618,032437,196802,2016-05-07 00:00:00,1894.0000,PDC,Cleared,,
100999671,032438,196803,2016-05-07 00:00:00,2240.0000,PDC,Cleared,,
100999722,032439,196804,2016-05-07 00:00:00,2643.0000,PDC,Cleared,,
100999785,032440,196805,2016-05-07 00:00:00,3025.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101000048,032446,196806,2016-05-07 00:00:00,2400.0000,PDC,Cleared,,
101000091,032447,196807,2016-05-07 00:00:00,4180.0000,PDC,Cleared,,
101000121,032448,196808,2016-05-07 00:00:00,2347.0000,PDC,Cleared,,
101000162,032449,196809,2016-05-07 00:00:00,2446.0000,PDC,Cleared,,
101000217,032450,196810,2016-05-07 00:00:00,3800.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101000305,032452,196811,2016-05-07 00:00:00,2555.0000,PDC,Cleared,,
101000409,032454,196812,2016-05-07 00:00:00,2400.0000,PDC,Cleared,,
101001004,032465,196813,2016-05-07 00:00:00,3224.0000,PDC,Cleared,,
101001129,032468,196814,2016-05-07 00:00:00,2824.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101001162,032469,196815,2016-05-07 00:00:00,2250.0000,PDC,Cleared,,
101001208,032470,196816,2016-05-07 00:00:00,2774.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101001562,032478,196817,2016-05-07 00:00:00,1988.0000,PDC,Bounced,INSUFFICIENT FUNDS,
101001973,032487,196818,2016-05-07 00:00:00,1643.0000,PDC,Cleared,,
101003732,032524,196819,2016-05-07 00:00:00,2400.0000,PDC,Cleared,,
100915970,032150,196831,2016-05-07 00:00:00,2488.0000,PDC,Cleared,,
101005333,032561,196844,2016-05-07 00:00:00,6250.0000,PDC,Bounced,INSUFFICIENT FUNDS,
100913515,032099,197366,2016-05-08 00:00:00,2488.0000,PDC,Cleared,,
100915688,032144,197367,2016-05-08 00:00:00,2747.0000,PDC,Cleared,,
100920884,032243,197395,2016-05-08 00:00:00,2263.0000,PDC,Cleared,,
100919626,032218,197752,2016-05-08 00:00:00,2639.0000,NACH,Cleared,,
100912117,032066,197895,2016-05-08 00:00:00,2187.0000,ECS,Cleared,,
100920298,032232,197922,2016-05-09 00:00:00,4840.0000,PDC,Cancelled,,WRONG CHQ NO. HENCE REVERSED
100920298,032232,197923,2016-05-09 00:00:00,4840.0000,PDC,Cleared,,
101005206,032557,198206,2016-05-11 00:00:00,2446.0000,PDC,Cleared,,
101005165,032556,198207,2016-05-11 00:00:00,2385.0000,PDC,Cleared,,
100992428,032290,198222,2016-05-11 00:00:00,2400.0000,PDC,Cleared,,
100907530,031974,199418,2016-05-13 00:00:00,5130.0000,PDC,Cleared,,
100913028,032088,199435,2016-05-13 00:00:00,2507.0000,PDC,Cleared,,
100914348,032116,199437,2016-05-13 00:00:00,3515.0000,PDC,Cleared,,
100918357,032201,199450,2016-05-13 00:00:00,2134.0000,PDC,Cleared,,
100919155,032214,199453,2016-05-13 00:00:00,2017.0000,PDC,Cleared,,
100919152,032213,199460,2016-05-13 00:00:00,3025.0000,PDC,Cleared,,
100990587,032258,199467,2016-05-13 00:00:00,2762.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100990690,032260,199468,2016-05-13 00:00:00,3156.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100912846,032083,200191,2016-05-13 00:00:00,2560.0000,NACH,Cleared,,
100919891,032224,200247,2016-05-13 00:00:00,3227.0000,NACH,Bounced,FUNDS INSUFFICIENT,
100915970,032150,200673,2016-05-13 00:00:00,2488.0000,ECS,Bounced,NO SUCH ACCOUNT,
100900517,031831,200776,2016-05-13 00:00:00,1665.0000,PDC,Cleared,,
100917390,032179,201220,2016-05-17 00:00:00,3420.0000,PDC,Cleared,,
100915970,032150,201228,2016-05-17 00:00:00,2488.0000,PDC,Cleared,,
100920801,032241,201254,2016-05-17 00:00:00,2025.0000,PDC,Cleared,,
100897748,031772,202558,2016-05-18 00:00:00,2488.0000,PDC,Cleared,,
100907606,031976,202613,2016-05-18 00:00:00,3734.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100913427,032096,202634,2016-05-18 00:00:00,1980.0000,PDC,Cleared,,
100913699,032103,202637,2016-05-18 00:00:00,3414.0000,PDC,Cleared,,
100918772,032210,202646,2016-05-18 00:00:00,3515.0000,PDC,Cleared,,
100919416,032215,202652,2016-05-18 00:00:00,3025.0000,PDC,Cleared,,
100920711,032239,202659,2016-05-18 00:00:00,2827.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100920934,032244,202660,2016-05-18 00:00:00,2151.0000,PDC,Bounced,FUNDS INSUFFICIENT,
100990556,032257,202663,2016-05-18 00:00:00,4275.0000,PDC,Cleared,,
100990648,032259,202664,2016-05-18 00:00:00,4000.0000,PDC,Cleared,,
100990816,032262,202665,2016-05-18 00:00:00,2134.0000,PDC,Cleared,,
100915308,032136,202684,2016-05-18 00:00:00,3360.0000,PDC,Cleared,,
100903070,031879,203543,2016-05-18 00:00:00,2347.0000,NACH,Cleared,,
100910134,032029,203551,2016-05-18 00:00:00,2613.0000,NACH,Cleared,,
100918046,032194,203586,2016-05-18 00:00:00,4370.0000,NACH,Cleared,,
100907832,031980,203592,2016-05-18 00:00:00,1733.0000,NACH,Cleared,,
